domain,xcoord,ycoord
Rift Axis 2,-115.28102,32.59089
Rift Axis 2,-115.21146,32.52724
Rift Axis 2,-115.08195,32.39894
Rift Axis 2,-115.00640,32.32939
Rift Axis 2,-115.04478,32.26463
Rift Axis 2,-115.08435,32.21067
Rift Axis 2,-115.11912,32.24305
Rift Axis 2,-115.22585,32.34618
Rift Axis 2,-115.28940,32.41453
Rift Axis 2,-115.39253,32.50446
Rift Axis 2,-115.38173,32.54763
Rift Axis 2,-115.36495,32.59320
Rift Axis 2,-115.33257,32.64476
Rift Axis 2,-115.32861,32.64018
Rift Axis 2,-115.31921,32.63046
Rift Axis 2,-115.31836,32.62958
Rift Axis 2,-115.31744,32.62862
Rift Axis 2,-115.30870,32.61957
Rift Axis 2,-115.30629,32.61708
Rift Axis 2,-115.30322,32.61390
Rift Axis 2,-115.29731,32.60778
Rift Axis 2,-115.29134,32.60158
Rift Axis 2,-115.28815,32.59813
Rift Axis 2,-115.28682,32.59691
Rift Axis 2,-115.28102,32.59089
San Gabriel,-116.32248,33.84833
San Gabriel,-116.31789,33.84488
San Gabriel,-116.31511,33.84244
San Gabriel,-116.31266,33.84047
San Gabriel,-116.31105,33.83907
San Gabriel,-116.30811,33.83650
San Gabriel,-116.30681,33.83539
San Gabriel,-116.30334,33.83202
San Gabriel,-116.29493,33.82530
San Gabriel,-116.29413,33.82464
San Gabriel,-116.29296,33.82367
San Gabriel,-116.29132,33.82231
San Gabriel,-116.28722,33.81897
San Gabriel,-116.28283,33.81530
San Gabriel,-116.28102,33.81378
San Gabriel,-116.27912,33.81222
San Gabriel,-116.27754,33.81092
San Gabriel,-116.27654,33.81010
San Gabriel,-116.27408,33.80808
San Gabriel,-116.27189,33.80635
San Gabriel,-116.26646,33.80179
San Gabriel,-116.26085,33.79829
San Gabriel,-116.25988,33.79769
San Gabriel,-116.25771,33.79602
San Gabriel,-116.25140,33.79133
San Gabriel,-116.25002,33.79029
San Gabriel,-116.24631,33.78746
San Gabriel,-116.24326,33.78492
San Gabriel,-116.23825,33.77992
San Gabriel,-116.24438,33.78298
San Gabriel,-116.24538,33.78350
San Gabriel,-116.24671,33.78419
San Gabriel,-116.25057,33.78605
San Gabriel,-116.25487,33.78813
San Gabriel,-116.25728,33.78932
San Gabriel,-116.26524,33.79302
San Gabriel,-116.26840,33.79447
San Gabriel,-116.27005,33.79523
San Gabriel,-116.27276,33.79646
San Gabriel,-116.27552,33.79782
San Gabriel,-116.28120,33.80042
San Gabriel,-116.28363,33.80172
San Gabriel,-116.28854,33.80394
San Gabriel,-116.29441,33.80785
San Gabriel,-116.29678,33.80922
San Gabriel,-116.30045,33.81166
San Gabriel,-116.30440,33.81434
San Gabriel,-116.30717,33.81522
San Gabriel,-116.31020,33.81681
San Gabriel,-116.31220,33.81791
San Gabriel,-116.31504,33.81948
San Gabriel,-116.31675,33.82038
San Gabriel,-116.31833,33.82117
San Gabriel,-116.32219,33.82290
San Gabriel,-116.32543,33.82419
San Gabriel,-116.32868,33.82575
San Gabriel,-116.33282,33.82768
San Gabriel,-116.33425,33.82817
San Gabriel,-116.33869,33.82969
San Gabriel,-116.34404,33.83197
San Gabriel,-116.34503,33.83234
San Gabriel,-116.34978,33.83407
San Gabriel,-116.35449,33.83582
San Gabriel,-116.35687,33.83669
San Gabriel,-116.36065,33.83804
San Gabriel,-116.36293,33.83913
San Gabriel,-116.36393,33.83962
San Gabriel,-116.36832,33.84154
San Gabriel,-116.37479,33.84432
San Gabriel,-116.37827,33.84707
San Gabriel,-116.38201,33.85008
San Gabriel,-116.38633,33.85322
San Gabriel,-116.38848,33.85487
San Gabriel,-116.39345,33.85794
San Gabriel,-116.39501,33.85887
San Gabriel,-116.40343,33.86355
San Gabriel,-116.40646,33.86515
San Gabriel,-116.40973,33.86690
San Gabriel,-116.42016,33.87245
San Gabriel,-116.42122,33.87302
San Gabriel,-116.42803,33.87555
San Gabriel,-116.43344,33.87759
San Gabriel,-116.43468,33.87807
San Gabriel,-116.43709,33.87923
San Gabriel,-116.44557,33.88208
San Gabriel,-116.45009,33.88356
San Gabriel,-116.45318,33.88459
San Gabriel,-116.45515,33.88542
San Gabriel,-116.46201,33.88804
San Gabriel,-116.46916,33.89067
San Gabriel,-116.47579,33.89311
San Gabriel,-116.47793,33.89396
San Gabriel,-116.47981,33.89470
San Gabriel,-116.48713,33.89764
San Gabriel,-116.49364,33.90025
San Gabriel,-116.49549,33.90100
San Gabriel,-116.49792,33.90194
San Gabriel,-116.50870,33.90626
San Gabriel,-116.51227,33.90769
San Gabriel,-116.51324,33.90807
San Gabriel,-116.51587,33.90907
San Gabriel,-116.52526,33.91265
San Gabriel,-116.52804,33.91366
San Gabriel,-116.52988,33.91428
San Gabriel,-116.53873,33.91725
San Gabriel,-116.54536,33.91948
San Gabriel,-116.54750,33.92024
San Gabriel,-116.55611,33.92337
San Gabriel,-116.55946,33.92458
San Gabriel,-116.56380,33.92614
San Gabriel,-116.56523,33.92666
San Gabriel,-116.56718,33.92734
San Gabriel,-116.57376,33.92961
San Gabriel,-116.57827,33.93117
San Gabriel,-116.57931,33.93151
San Gabriel,-116.58196,33.93229
San Gabriel,-116.58966,33.93443
San Gabriel,-116.59493,33.93586
San Gabriel,-116.60264,33.93804
San Gabriel,-116.60490,33.93867
San Gabriel,-116.60756,33.93942
San Gabriel,-116.60941,33.93993
San Gabriel,-116.61176,33.94050
San Gabriel,-116.62124,33.94253
San Gabriel,-116.62909,33.94431
San Gabriel,-116.63178,33.94491
San Gabriel,-116.63379,33.94523
San Gabriel,-116.64152,33.94599
San Gabriel,-116.64580,33.94637
San Gabriel,-116.64722,33.94653
San Gabriel,-116.65019,33.94683
San Gabriel,-116.66145,33.94801
San Gabriel,-116.67303,33.94942
San Gabriel,-116.67521,33.94968
San Gabriel,-116.68286,33.95017
San Gabriel,-116.69206,33.95070
San Gabriel,-116.69352,33.95082
San Gabriel,-116.69485,33.95064
San Gabriel,-116.69652,33.95066
San Gabriel,-116.69910,33.95076
San Gabriel,-116.70065,33.95097
San Gabriel,-116.70556,33.95098
San Gabriel,-116.70668,33.95082
San Gabriel,-116.70972,33.95009
San Gabriel,-116.71136,33.94987
San Gabriel,-116.71492,33.94968
San Gabriel,-116.71602,33.94960
San Gabriel,-116.71729,33.94951
San Gabriel,-116.71945,33.94963
San Gabriel,-116.72117,33.94894
San Gabriel,-116.72290,33.94835
San Gabriel,-116.72434,33.94764
San Gabriel,-116.72576,33.94666
San Gabriel,-116.72731,33.94596
San Gabriel,-116.72958,33.94496
San Gabriel,-116.73054,33.94433
San Gabriel,-116.73165,33.94391
San Gabriel,-116.73343,33.94329
San Gabriel,-116.73546,33.94279
San Gabriel,-116.73674,33.94261
San Gabriel,-116.73953,33.94223
San Gabriel,-116.74056,33.94208
San Gabriel,-116.74229,33.94194
San Gabriel,-116.74437,33.94164
San Gabriel,-116.74838,33.94143
San Gabriel,-116.74995,33.94142
San Gabriel,-116.75351,33.94144
San Gabriel,-116.75538,33.94147
San Gabriel,-116.75723,33.94158
San Gabriel,-116.75868,33.94164
San Gabriel,-116.76061,33.94163
San Gabriel,-116.76421,33.94159
San Gabriel,-116.76834,33.94164
San Gabriel,-116.76955,33.94176
San Gabriel,-116.77192,33.94200
San Gabriel,-116.77504,33.94248
San Gabriel,-116.77724,33.94312
San Gabriel,-116.77877,33.94348
San Gabriel,-116.78048,33.94412
San Gabriel,-116.78298,33.94484
San Gabriel,-116.78476,33.94470
San Gabriel,-116.78746,33.94408
San Gabriel,-116.78900,33.94322
San Gabriel,-116.79296,33.94247
San Gabriel,-116.79580,33.94194
San Gabriel,-116.79729,33.94175
San Gabriel,-116.79944,33.94108
San Gabriel,-116.80106,33.94071
San Gabriel,-116.80426,33.93984
San Gabriel,-116.80610,33.93942
San Gabriel,-116.80722,33.93902
San Gabriel,-116.80991,33.93854
San Gabriel,-116.81121,33.93845
San Gabriel,-116.81302,33.93836
San Gabriel,-116.81505,33.93882
San Gabriel,-116.81733,33.93926
San Gabriel,-116.81923,33.93989
San Gabriel,-116.82139,33.94071
San Gabriel,-116.82255,33.94123
San Gabriel,-116.82346,33.94184
San Gabriel,-116.82520,33.94275
San Gabriel,-116.82624,33.94331
San Gabriel,-116.82714,33.94398
San Gabriel,-116.82834,33.94489
San Gabriel,-116.83035,33.94611
San Gabriel,-116.83298,33.94781
San Gabriel,-116.83605,33.94925
San Gabriel,-116.83719,33.94982
San Gabriel,-116.83890,33.95043
San Gabriel,-116.84026,33.95127
San Gabriel,-116.84188,33.95179
San Gabriel,-116.84292,33.95230
San Gabriel,-116.84438,33.95267
San Gabriel,-116.84550,33.95283
San Gabriel,-116.84723,33.95294
San Gabriel,-116.84839,33.95296
San Gabriel,-116.85097,33.95275
San Gabriel,-116.85421,33.95254
San Gabriel,-116.85547,33.95297
San Gabriel,-116.85712,33.95306
San Gabriel,-116.85859,33.95303
San Gabriel,-116.85988,33.95315
San Gabriel,-116.86151,33.95291
San Gabriel,-116.86460,33.95134
San Gabriel,-116.86569,33.95040
San Gabriel,-116.86768,33.94920
San Gabriel,-116.86908,33.94856
San Gabriel,-116.87026,33.94792
San Gabriel,-116.87173,33.94741
San Gabriel,-116.87289,33.94704
San Gabriel,-116.87389,33.94687
San Gabriel,-116.87652,33.94620
San Gabriel,-116.87950,33.94570
San Gabriel,-116.88311,33.94527
San Gabriel,-116.88500,33.94517
San Gabriel,-116.88708,33.94513
San Gabriel,-116.88845,33.94520
San Gabriel,-116.89053,33.94516
San Gabriel,-116.89330,33.94515
San Gabriel,-116.89434,33.94521
San Gabriel,-116.89555,33.94526
San Gabriel,-116.89819,33.94514
San Gabriel,-116.90034,33.94524
San Gabriel,-116.90312,33.94521
San Gabriel,-116.90472,33.94540
San Gabriel,-116.90572,33.94544
San Gabriel,-116.90686,33.94561
San Gabriel,-116.90783,33.94593
San Gabriel,-116.90900,33.94653
San Gabriel,-116.91047,33.94718
San Gabriel,-116.91386,33.94924
San Gabriel,-116.91520,33.95007
San Gabriel,-116.91779,33.95187
San Gabriel,-116.91861,33.95270
San Gabriel,-116.92100,33.95445
San Gabriel,-116.92267,33.95612
San Gabriel,-116.92359,33.95677
San Gabriel,-116.92562,33.95786
San Gabriel,-116.92674,33.95836
San Gabriel,-116.92927,33.95915
San Gabriel,-116.93053,33.95962
San Gabriel,-116.93219,33.96024
San Gabriel,-116.93432,33.96104
San Gabriel,-116.94902,33.97040
San Gabriel,-116.99384,33.98092
San Gabriel,-117.00147,33.98451
San Gabriel,-117.00586,33.98598
San Gabriel,-117.01626,33.98951
San Gabriel,-117.02242,33.99188
San Gabriel,-117.03045,33.99497
San Gabriel,-117.03311,33.99533
San Gabriel,-117.07425,34.00092
San Gabriel,-117.08211,34.00379
San Gabriel,-117.08765,34.00392
San Gabriel,-117.10136,34.00424
San Gabriel,-117.10295,34.00430
San Gabriel,-117.10437,34.00435
San Gabriel,-117.10718,34.00445
San Gabriel,-117.11487,34.00472
San Gabriel,-117.11906,34.00510
San Gabriel,-117.13217,34.00627
San Gabriel,-117.14688,34.00885
San Gabriel,-117.14817,34.00908
San Gabriel,-117.17800,34.01709
San Gabriel,-117.17951,34.01761
San Gabriel,-117.19574,34.02206
San Gabriel,-117.20262,34.02398
San Gabriel,-117.20521,34.02471
San Gabriel,-117.21060,34.02735
San Gabriel,-117.21247,34.02791
San Gabriel,-117.23134,34.03405
San Gabriel,-117.27576,34.04459
San Gabriel,-117.28136,34.04953
San Gabriel,-117.28336,34.05218
San Gabriel,-117.28454,34.05377
San Gabriel,-117.28534,34.05484
San Gabriel,-117.28731,34.05748
San Gabriel,-117.29237,34.06388
San Gabriel,-117.29462,34.06663
San Gabriel,-117.29685,34.06933
San Gabriel,-117.30135,34.07477
San Gabriel,-117.30632,34.08062
San Gabriel,-117.30949,34.08434
San Gabriel,-117.31153,34.08654
San Gabriel,-117.31785,34.09316
San Gabriel,-117.31864,34.09407
San Gabriel,-117.32773,34.10477
San Gabriel,-117.33185,34.10931
San Gabriel,-117.33537,34.11314
San Gabriel,-117.33697,34.11488
San Gabriel,-117.34342,34.12202
San Gabriel,-117.34721,34.12612
San Gabriel,-117.34968,34.12881
San Gabriel,-117.35129,34.13087
San Gabriel,-117.35468,34.13528
San Gabriel,-117.35887,34.14072
San Gabriel,-117.35989,34.14204
San Gabriel,-117.36195,34.14465
San Gabriel,-117.36518,34.14875
San Gabriel,-117.37015,34.15489
San Gabriel,-117.37154,34.15661
San Gabriel,-117.37358,34.15987
San Gabriel,-117.37632,34.16451
San Gabriel,-117.37870,34.16803
San Gabriel,-117.38219,34.17326
San Gabriel,-117.38598,34.17806
San Gabriel,-117.38734,34.17882
San Gabriel,-117.38894,34.17959
San Gabriel,-117.39713,34.18350
San Gabriel,-117.40124,34.18661
San Gabriel,-117.40382,34.18865
San Gabriel,-117.41021,34.19435
San Gabriel,-117.43564,34.18582
San Gabriel,-117.43664,34.18569
San Gabriel,-117.44213,34.18484
San Gabriel,-117.45963,34.18112
San Gabriel,-117.46290,34.18068
San Gabriel,-117.46617,34.18030
San Gabriel,-117.48308,34.17807
San Gabriel,-117.48945,34.17725
San Gabriel,-117.50255,34.17609
San Gabriel,-117.50618,34.17565
San Gabriel,-117.50949,34.17526
San Gabriel,-117.52843,34.17520
San Gabriel,-117.55172,34.17492
San Gabriel,-117.55285,34.17489
San Gabriel,-117.55940,34.17468
San Gabriel,-117.56815,34.17321
San Gabriel,-117.58788,34.17071
San Gabriel,-117.60131,34.16859
San Gabriel,-117.60726,34.16785
San Gabriel,-117.62320,34.16695
San Gabriel,-117.62608,34.16660
San Gabriel,-117.62893,34.16632
San Gabriel,-117.63182,34.16518
San Gabriel,-117.64175,34.16088
San Gabriel,-117.64309,34.16033
San Gabriel,-117.65320,34.15576
San Gabriel,-117.66253,34.15166
San Gabriel,-117.66798,34.14943
San Gabriel,-117.68392,34.14249
San Gabriel,-117.68544,34.14181
San Gabriel,-117.68823,34.14065
San Gabriel,-117.68930,34.14022
San Gabriel,-117.69076,34.13964
San Gabriel,-117.70692,34.12714
San Gabriel,-117.70859,34.12583
San Gabriel,-117.70953,34.12509
San Gabriel,-117.71124,34.12505
San Gabriel,-117.71311,34.12514
San Gabriel,-117.72803,34.12056
San Gabriel,-117.73130,34.11953
San Gabriel,-117.74112,34.11928
